line,count,isBusytime,isWorkday,isIn,isOK,hour,min,label
2,18,1,1,1,0,9,29,4
2,21,1,1,1,0,9,30,4
2,16,0,1,1,0,9,31,4
2,17,0,1,1,0,9,32,4
2,14,0,1,1,0,9,33,4
2,13,0,1,1,0,9,34,4
2,27,0,1,1,0,9,35,4
2,24,0,1,1,0,9,36,4
2,17,0,1,1,0,9,37,4
2,19,0,1,1,0,9,38,4
2,16,0,1,1,0,9,39,4
2,18,0,1,1,0,9,40,4
2,36,0,1,1,0,9,41,4
2,15,0,1,1,0,9,42,4
2,17,0,1,1,0,9,43,4
2,15,0,1,1,0,9,44,4
2,12,0,1,1,0,9,45,4
2,21,0,1,1,0,9,46,4
2,14,0,1,1,0,9,47,4
2,18,0,1,1,0,9,48,4
2,11,0,1,1,0,9,49,4
2,21,0,1,1,0,9,50,4
2,10,0,1,1,0,9,51,4
2,14,0,1,1,0,9,52,4
2,15,0,1,1,0,9,53,4
2,17,0,1,1,0,9,54,4
2,13,0,1,1,0,9,55,4
2,12,0,1,1,0,9,56,4
2,16,0,1,1,0,9,57,4
2,23,0,1,1,0,9,58,4
2,11,0,1,1,0,9,59,4
2,19,0,1,1,0,10,0,4
2,11,0,1,1,0,10,1,4
2,24,0,1,1,0,10,2,4
2,16,0,1,1,0,10,3,4
2,21,0,1,1,0,10,4,4
2,20,0,1,1,0,10,5,4
2,19,0,1,1,0,10,6,4
2,11,0,1,1,0,10,7,4
2,19,0,1,1,0,10,8,4
2,16,0,1,1,0,10,9,4
2,21,0,1,1,0,10,10,4
2,15,0,1,1,0,10,11,4
2,17,0,1,1,0,10,12,4
2,22,0,1,1,0,10,13,4
2,15,0,1,1,0,10,14,4
2,18,0,1,1,0,10,15,4
2,25,0,1,1,0,10,16,4
2,19,0,1,1,0,10,17,4
2,21,0,1,1,0,10,18,4
2,12,0,1,1,0,10,19,4
2,20,0,1,1,0,10,20,4
2,11,0,1,1,0,10,21,4
2,18,0,1,1,0,10,22,4
2,14,0,1,1,0,10,23,4
2,11,0,1,1,0,10,24,4
2,22,0,1,1,0,10,25,4
2,21,0,1,1,0,10,26,4
2,15,0,1,1,0,10,27,4
2,24,0,1,1,0,10,28,4
2,15,0,1,1,0,10,29,4
2,26,0,1,1,0,10,30,4
2,20,0,1,1,0,10,31,4
2,13,0,1,1,0,10,32,4
2,24,0,1,1,0,10,33,4
2,23,0,1,1,0,10,34,4
2,19,0,1,1,0,10,35,4
2,23,0,1,1,0,10,36,4
2,22,0,1,1,0,10,37,4
2,21,0,1,1,0,10,38,4
2,10,0,1,1,0,10,39,4
2,22,0,1,1,0,10,40,4
2,30,0,1,1,0,10,41,4
2,21,0,1,1,0,10,42,4
2,22,0,1,1,0,10,43,4
2,16,0,1,1,0,10,44,4
2,23,0,1,1,0,10,45,4
2,18,0,1,1,0,10,46,4
2,25,0,1,1,0,10,47,4
2,18,0,1,1,0,10,48,4
2,15,0,1,1,0,10,49,4
2,15,0,1,1,0,10,50,4
2,17,0,1,1,0,10,51,4
2,25,0,1,1,0,10,52,4
2,14,0,1,1,0,10,53,4
2,13,0,1,1,0,10,54,4
2,17,0,1,1,0,10,55,4
2,13,0,1,1,0,10,56,4
2,10,0,1,1,0,10,57,4
2,27,0,1,1,0,10,58,4
2,18,0,1,1,0,10,59,4
2,13,0,1,1,0,11,0,4
2,11,0,1,1,0,11,1,4
2,21,0,1,1,0,11,2,4
2,20,0,1,1,0,11,3,4
2,22,0,1,1,0,11,4,4
2,13,0,1,1,0,11,5,4
2,29,0,1,1,0,11,6,4
2,21,0,1,1,0,11,7,4
2,18,0,1,1,0,11,8,4
2,14,0,1,1,0,11,9,4
2,24,0,1,1,0,11,10,4
2,26,0,1,1,0,11,11,4
2,27,0,1,1,0,11,12,4
2,16,0,1,1,0,11,13,4
2,21,0,1,1,0,11,14,4
2,20,0,1,1,0,11,15,4
2,27,0,1,1,0,11,16,4
2,25,0,1,1,0,11,17,4
2,26,0,1,1,0,11,18,4
2,21,0,1,1,0,11,19,4
2,13,0,1,1,0,11,20,4
2,22,0,1,1,0,11,21,4
2,22,0,1,1,0,11,22,4
2,21,0,1,1,0,11,23,4
2,29,0,1,1,0,11,24,4
2,24,0,1,1,0,11,25,4
2,32,0,1,1,0,11,26,4
2,36,0,1,1,0,11,27,4
2,20,0,1,1,0,11,28,4
2,27,0,1,1,0,11,29,4
2,15,0,1,1,0,11,30,4
2,19,0,1,1,0,11,31,4
2,19,0,1,1,0,11,32,4
2,22,0,1,1,0,11,33,4
2,24,0,1,1,0,11,34,4
2,27,0,1,1,0,11,35,4
2,19,0,1,1,0,11,36,4
2,20,0,1,1,0,11,37,4
2,31,0,1,1,0,11,38,4
2,22,0,1,1,0,11,39,4
2,23,0,1,1,0,11,40,4
2,32,0,1,1,0,11,41,4
2,41,0,1,1,0,11,42,4
2,19,0,1,1,0,11,43,4
2,30,0,1,1,0,11,44,4
2,25,0,1,1,0,11,45,4
2,26,0,1,1,0,11,46,4
2,14,0,1,1,0,11,47,4
2,34,0,1,1,0,11,48,4
2,18,0,1,1,0,11,49,4
2,28,0,1,1,0,11,50,4
2,18,0,1,1,0,11,51,4
2,18,0,1,1,0,11,52,4
2,25,0,1,1,0,11,53,4
2,28,0,1,1,0,11,54,4
2,19,0,1,1,0,11,55,4
2,29,0,1,1,0,11,56,4
2,23,0,1,1,0,11,57,4
2,21,0,1,1,0,11,58,4
2,29,0,1,1,0,11,59,4
2,30,0,1,1,0,12,0,4
2,19,0,1,1,0,12,1,4
2,26,0,1,1,0,12,2,4
2,36,0,1,1,0,12,3,4
2,27,0,1,1,0,12,4,4
2,30,0,1,1,0,12,5,4
2,29,0,1,1,0,12,6,4
2,18,0,1,1,0,12,7,4
2,32,0,1,1,0,12,8,4
2,22,0,1,1,0,12,9,4
2,25,0,1,1,0,12,10,4
2,25,0,1,1,0,12,11,4
2,26,0,1,1,0,12,12,4
2,35,0,1,1,0,12,13,4
2,34,0,1,1,0,12,14,4
2,25,0,1,1,0,12,15,4
2,25,0,1,1,0,12,16,4
2,19,0,1,1,0,12,17,4
2,33,0,1,1,0,12,18,4
2,27,0,1,1,0,12,19,4
2,28,0,1,1,0,12,20,4
2,22,0,1,1,0,12,21,4
2,33,0,1,1,0,12,22,4
2,12,0,1,1,0,12,23,4
2,29,0,1,1,0,12,24,4
2,23,0,1,1,0,12,25,4
2,29,0,1,1,0,12,26,4
2,33,0,1,1,0,12,27,4
2,24,0,1,1,0,12,28,4
2,27,0,1,1,0,12,29,4
2,27,0,1,1,0,12,30,4
2,15,0,1,1,0,12,31,4
2,23,0,1,1,0,12,32,4
2,45,0,1,1,0,12,33,4
2,22,0,1,1,0,12,34,4
2,31,0,1,1,0,12,35,4
2,22,0,1,1,0,12,36,4
2,39,0,1,1,0,12,37,4
2,22,0,1,1,0,12,38,4
2,15,0,1,1,0,12,39,4
2,31,0,1,1,0,12,40,4
2,22,0,1,1,0,12,41,4
2,34,0,1,1,0,12,42,4
2,38,0,1,1,0,12,43,4
2,25,0,1,1,0,12,44,4
2,33,0,1,1,0,12,45,4
2,25,0,1,1,0,12,46,4
2,26,0,1,1,0,12,47,4
2,35,0,1,1,0,12,48,4
2,30,0,1,1,0,12,49,4
2,32,0,1,1,0,12,50,4
2,32,0,1,1,0,12,51,4
2,28,0,1,1,0,12,52,4
2,29,0,1,1,0,12,53,4
2,28,0,1,1,0,12,54,4
2,33,0,1,1,0,12,55,4
2,27,0,1,1,0,12,56,4
2,26,0,1,1,0,12,57,4
2,22,0,1,1,0,12,58,4
2,31,0,1,1,0,12,59,4
2,29,0,1,1,0,13,0,4
2,26,0,1,1,0,13,1,4
2,33,0,1,1,0,13,2,4
2,37,0,1,1,0,13,3,4
2,38,0,1,1,0,13,4,4
2,33,0,1,1,0,13,5,4
2,38,0,1,1,0,13,6,4
2,25,0,1,1,0,13,7,4
2,29,0,1,1,0,13,8,4
2,29,0,1,1,0,13,9,4
2,20,0,1,1,0,13,10,4
2,39,0,1,1,0,13,11,4
2,25,0,1,1,0,13,12,4
2,48,0,1,1,0,13,13,4
2,31,0,1,1,0,13,14,4
2,32,0,1,1,0,13,15,4
2,43,0,1,1,0,13,16,4
2,29,0,1,1,0,13,17,4
2,32,0,1,1,0,13,18,4
2,27,0,1,1,0,13,19,4
2,31,0,1,1,0,13,20,4
2,31,0,1,1,0,13,21,4
2,36,0,1,1,0,13,22,4
2,25,0,1,1,0,13,23,4
2,24,0,1,1,0,13,24,4
2,25,0,1,1,0,13,25,4
2,26,0,1,1,0,13,26,4
2,28,0,1,1,0,13,27,4
2,49,0,1,1,0,13,28,4
2,36,0,1,1,0,13,29,4
2,39,0,1,1,0,13,30,4
2,35,0,1,1,0,13,31,4
2,20,0,1,1,0,13,32,4
2,43,0,1,1,0,13,33,4
2,37,0,1,1,0,13,34,4
2,42,0,1,1,0,13,35,4
2,37,0,1,1,0,13,36,4
2,58,0,1,1,0,13,37,4
2,24,0,1,1,0,13,38,4
2,38,0,1,1,0,13,39,4
2,38,0,1,1,0,13,40,4
2,37,0,1,1,0,13,41,4
2,37,0,1,1,0,13,42,4
2,24,0,1,1,0,13,43,4
2,41,0,1,1,0,13,44,4
2,25,0,1,1,0,13,45,4
2,44,0,1,1,0,13,46,4
2,37,0,1,1,0,13,47,4
2,18,0,1,1,0,13,48,4
2,31,0,1,1,0,13,49,4
2,29,0,1,1,0,13,50,4
2,40,0,1,1,0,13,51,4
2,42,0,1,1,0,13,52,4
2,33,0,1,1,0,13,53,4
2,51,0,1,1,0,13,54,4
2,35,0,1,1,0,13,55,4
2,41,0,1,1,0,13,56,4
2,15,0,1,1,0,13,57,4
2,37,0,1,1,0,13,58,4
2,36,0,1,1,0,13,59,4
2,31,0,1,1,0,14,0,4
2,25,0,1,1,0,14,1,4
2,29,0,1,1,0,14,2,4
2,34,0,1,1,0,14,3,4
2,31,0,1,1,0,14,4,4
2,37,0,1,1,0,14,5,4
2,37,0,1,1,0,14,6,4
2,38,0,1,1,0,14,7,4
2,28,0,1,1,0,14,8,4
2,26,0,1,1,0,14,9,4
2,35,0,1,1,0,14,10,4
2,24,0,1,1,0,14,11,4
2,10,0,1,1,0,14,12,4
2,24,0,1,1,0,14,13,4
2,33,0,1,1,0,14,14,4
2,29,0,1,1,0,14,15,4
2,25,0,1,1,0,14,16,4
2,42,0,1,1,0,14,17,4
2,25,0,1,1,0,14,18,4
2,34,0,1,1,0,14,19,4
2,34,0,1,1,0,14,20,4
2,41,0,1,1,0,14,21,4
2,43,0,1,1,0,14,22,4
2,26,0,1,1,0,14,23,4
2,42,0,1,1,0,14,24,4
2,27,0,1,1,0,14,25,4
2,36,0,1,1,0,14,26,4
2,23,0,1,1,0,14,27,4
2,48,0,1,1,0,14,28,4
2,39,0,1,1,0,14,29,4
2,29,0,1,1,0,14,30,4
2,36,0,1,1,0,14,31,4
2,32,0,1,1,0,14,32,4
2,37,0,1,1,0,14,33,4
2,31,0,1,1,0,14,34,4
2,39,0,1,1,0,14,35,4
2,51,0,1,1,0,14,36,4
2,39,0,1,1,0,14,37,4
2,49,0,1,1,0,14,38,4
2,31,0,1,1,0,14,39,4
2,40,0,1,1,0,14,40,4
2,42,0,1,1,0,14,41,4
2,27,0,1,1,0,14,42,4
2,21,0,1,1,0,14,43,4
2,34,0,1,1,0,14,44,4
2,31,0,1,1,0,14,45,4
2,29,0,1,1,0,14,46,4
2,29,0,1,1,0,14,47,4
2,43,0,1,1,0,14,48,4
2,23,0,1,1,0,14,49,4
2,34,0,1,1,0,14,50,4
2,34,0,1,1,0,14,51,4
2,24,0,1,1,0,14,52,4
2,49,0,1,1,0,14,53,4
2,41,0,1,1,0,14,54,4
2,41,0,1,1,0,14,55,4
2,28,0,1,1,0,14,56,4
2,35,0,1,1,0,14,57,4
2,26,0,1,1,0,14,58,4
2,31,0,1,1,0,14,59,4
2,46,0,1,1,0,15,0,4
2,36,0,1,1,0,15,1,4
2,27,0,1,1,0,15,2,4
2,43,0,1,1,0,15,3,4
2,31,0,1,1,0,15,4,4
2,46,0,1,1,0,15,5,4
2,33,0,1,1,0,15,6,4
2,44,0,1,1,0,15,7,4
2,34,0,1,1,0,15,8,4
2,28,0,1,1,0,15,9,4
2,33,0,1,1,0,15,10,4
2,49,0,1,1,0,15,11,4
2,25,0,1,1,0,15,12,4
2,38,0,1,1,0,15,13,4
2,32,0,1,1,0,15,14,4
2,42,0,1,1,0,15,15,4
2,45,0,1,1,0,15,16,4
2,29,0,1,1,0,15,17,4
2,36,0,1,1,0,15,18,4
2,28,0,1,1,0,15,19,4
2,44,0,1,1,0,15,20,4
2,34,0,1,1,0,15,21,4
2,41,0,1,1,0,15,22,4
2,31,0,1,1,0,15,23,4
2,25,0,1,1,0,15,24,4
2,42,0,1,1,0,15,25,4
2,33,0,1,1,0,15,26,4
2,24,0,1,1,0,15,27,4
2,36,0,1,1,0,15,28,4
2,30,0,1,1,0,15,29,4
2,34,0,1,1,0,15,30,4
2,44,0,1,1,0,15,31,4
2,27,0,1,1,0,15,32,4
2,43,0,1,1,0,15,33,4
2,22,0,1,1,0,15,34,4
2,51,0,1,1,0,15,35,4
2,35,0,1,1,0,15,36,4
2,43,0,1,1,0,15,37,4
2,45,0,1,1,0,15,38,4
2,41,0,1,1,0,15,39,4
2,46,0,1,1,0,15,40,4
2,45,0,1,1,0,15,41,4
2,37,0,1,1,0,15,42,4
2,27,0,1,1,0,15,43,4
2,30,0,1,1,0,15,44,4
2,44,0,1,1,0,15,45,4
2,24,0,1,1,0,15,46,4
2,31,0,1,1,0,15,47,4
2,43,0,1,1,0,15,48,4
2,34,0,1,1,0,15,49,4
2,33,0,1,1,0,15,50,4
2,34,0,1,1,0,15,51,4
2,31,0,1,1,0,15,52,4
2,26,0,1,1,0,15,53,4
2,37,0,1,1,0,15,54,4
2,31,0,1,1,0,15,55,4
2,31,0,1,1,0,15,56,4
2,41,0,1,1,0,15,57,4
2,40,0,1,1,0,15,58,4
2,28,0,1,1,0,15,59,4
2,42,0,1,1,0,16,0,4
2,49,0,1,1,0,16,1,4
2,40,0,1,1,0,16,2,4
2,38,0,1,1,0,16,3,4
2,42,0,1,1,0,16,4,4
2,33,0,1,1,0,16,5,4
2,45,0,1,1,0,16,6,4
2,50,0,1,1,0,16,7,4
2,49,0,1,1,0,16,8,4
2,36,0,1,1,0,16,9,4
2,40,0,1,1,0,16,10,4
2,51,0,1,1,0,16,11,4
2,55,0,1,1,0,16,12,4
2,48,0,1,1,0,16,13,4
2,38,0,1,1,0,16,14,4
2,38,0,1,1,0,16,15,4
2,38,0,1,1,0,16,16,4
2,40,0,1,1,0,16,17,4
2,58,0,1,1,0,16,18,4
2,39,0,1,1,0,16,19,4
2,49,0,1,1,0,16,20,4
2,40,0,1,1,0,16,21,4
2,53,0,1,1,0,16,22,4
2,38,0,1,1,0,16,23,4
2,51,0,1,1,0,16,24,4
2,44,0,1,1,0,16,25,4
2,44,0,1,1,0,16,26,4
2,45,0,1,1,0,16,27,4
2,31,0,1,1,0,16,28,4
2,39,0,1,1,0,16,29,4
2,39,1,1,1,0,16,30,4
2,45,1,1,1,0,16,31,4
2,40,1,1,1,0,16,32,4
2,51,1,1,1,0,16,33,4
2,50,1,1,1,0,16,34,4
2,39,1,1,1,0,16,35,4
2,54,1,1,1,0,16,36,4
2,34,1,1,1,0,16,37,4
2,50,1,1,1,0,16,38,4
2,57,1,1,1,0,16,39,4
2,61,1,1,1,0,16,40,4
2,63,1,1,1,0,16,41,4
2,46,1,1,1,0,16,42,4
2,48,1,1,1,0,16,43,4
2,50,1,1,1,0,16,44,4
2,46,1,1,1,0,16,45,4
2,53,1,1,1,0,16,46,4
2,65,1,1,1,0,16,47,4
2,53,1,1,1,0,16,48,4
2,48,1,1,1,0,16,49,4
2,47,1,1,1,0,16,50,4
2,40,1,1,1,0,16,51,4
2,48,1,1,1,0,16,52,4
2,67,1,1,1,0,16,53,4
2,36,1,1,1,0,16,54,4
2,61,1,1,1,0,16,55,4
2,43,1,1,1,0,16,56,4
2,72,1,1,1,0,16,57,4
2,48,1,1,1,0,16,58,4
2,54,1,1,1,0,16,59,4
2,46,1,1,1,0,17,0,4
2,47,1,1,1,0,17,1,4
2,60,1,1,1,0,17,2,4
2,58,1,1,1,0,17,3,4
2,82,1,1,1,0,17,4,4
2,89,1,1,1,0,17,5,4
2,121,1,1,1,0,17,6,4
2,88,1,1,1,0,17,7,4
2,98,1,1,1,0,17,8,4
2,127,1,1,1,0,17,9,4
2,100,1,1,1,0,17,10,4
2,123,1,1,1,0,17,11,4
2,124,1,1,1,0,17,12,4
2,103,1,1,1,0,17,13,4
2,89,1,1,1,0,17,14,4
2,93,1,1,1,0,17,15,4
2,118,1,1,1,0,17,16,4
2,96,1,1,1,0,17,17,4
2,107,1,1,1,0,17,18,4
2,105,1,1,1,0,17,19,4
2,63,1,1,1,0,17,20,4
2,92,1,1,1,0,17,21,4
2,56,1,1,1,0,17,22,4
2,104,1,1,1,0,17,23,4
2,82,1,1,1,0,17,24,4
2,88,1,1,1,0,17,25,4
2,69,1,1,1,0,17,26,4
2,85,1,1,1,0,17,27,4
2,89,1,1,1,0,17,28,4
2,78,1,1,1,0,17,29,4
2,69,1,1,1,0,17,30,4
2,92,1,1,1,0,17,31,4
2,67,1,1,1,0,17,32,4
2,94,1,1,1,0,17,33,4
2,78,1,1,1,0,17,34,4
2,136,1,1,1,0,17,35,4
2,121,1,1,1,0,17,36,4
2,89,1,1,1,0,17,37,4
2,145,1,1,1,0,17,38,4
2,141,1,1,1,0,17,39,4
2,118,1,1,1,0,17,40,4
2,164,1,1,1,0,17,41,4
2,125,1,1,1,0,17,42,4
2,151,1,1,1,0,17,43,4
2,188,1,1,1,0,17,44,4
2,116,1,1,1,0,17,45,4
2,169,1,1,1,0,17,46,4
2,106,1,1,1,0,17,47,4
2,154,1,1,1,0,17,48,4
2,147,1,1,1,0,17,49,4
2,129,1,1,1,0,17,50,4
2,111,1,1,1,0,17,51,4
2,90,1,1,1,0,17,52,4
2,132,1,1,1,0,17,53,4
2,94,1,1,1,0,17,54,4
2,102,1,1,1,0,17,55,4
2,118,1,1,1,0,17,56,4
2,106,1,1,1,0,17,57,4
2,86,1,1,1,0,17,58,4
2,73,1,1,1,0,17,59,4
2,105,1,1,1,0,18,0,4
2,86,1,1,1,0,18,1,4
2,91,1,1,1,0,18,2,4
2,129,1,1,1,0,18,3,4
2,84,1,1,1,0,18,4,4
2,107,1,1,1,0,18,5,4
2,135,1,1,1,0,18,6,4
2,63,1,1,1,0,18,7,4
2,136,1,1,1,0,18,8,4
2,119,1,1,1,0,18,9,4
2,109,1,1,1,0,18,10,4
2,172,1,1,1,0,18,11,4
2,106,1,1,1,0,18,12,4
2,147,1,1,1,0,18,13,4
2,135,1,1,1,0,18,14,4
2,97,1,1,1,0,18,15,4
2,110,1,1,1,0,18,16,4
2,91,1,1,1,0,18,17,4
2,124,1,1,1,0,18,18,4
2,119,1,1,1,0,18,19,4
2,91,1,1,1,0,18,20,4
2,107,1,1,1,0,18,21,4
2,85,1,1,1,0,18,22,4
2,136,1,1,1,0,18,23,4
2,101,1,1,1,0,18,24,4
2,105,1,1,1,0,18,25,4
2,93,1,1,1,0,18,26,4
2,78,1,1,1,0,18,27,4
2,116,1,1,1,0,18,28,4
2,74,1,1,1,0,18,29,4
2,90,1,1,1,0,18,30,4
2,84,0,1,1,0,18,31,4
2,71,0,1,1,0,18,32,4
2,99,0,1,1,0,18,33,4
2,63,0,1,1,0,18,34,4
2,79,0,1,1,0,18,35,4
2,109,0,1,1,0,18,36,4
2,64,0,1,1,0,18,37,4
2,106,0,1,1,0,18,38,4
2,80,0,1,1,0,18,39,4
2,107,0,1,1,0,18,40,4
2,92,0,1,1,0,18,41,4
2,60,0,1,1,0,18,42,4
2,98,0,1,1,0,18,43,4
2,80,0,1,1,0,18,44,4
2,96,0,1,1,0,18,45,4
2,97,0,1,1,0,18,46,4
2,73,0,1,1,0,18,47,4
2,78,0,1,1,0,18,48,4
2,66,0,1,1,0,18,49,4
2,68,0,1,1,0,18,50,4
2,64,0,1,1,0,18,51,4
2,79,0,1,1,0,18,52,4
2,60,0,1,1,0,18,53,4
2,55,0,1,1,0,18,54,4
2,74,0,1,1,0,18,55,4
2,64,0,1,1,0,18,56,4
2,84,0,1,1,0,18,57,4
2,54,0,1,1,0,18,58,4
2,54,0,1,1,0,18,59,4
2,55,0,1,1,0,19,0,4
2,60,0,1,1,0,19,1,4
2,53,0,1,1,0,19,2,4
2,49,0,1,1,0,19,3,4
2,55,0,1,1,0,19,4,4
2,54,0,1,1,0,19,5,4
2,44,0,1,1,0,19,6,4
2,61,0,1,1,0,19,7,4
2,61,0,1,1,0,19,8,4
2,37,0,1,1,0,19,9,4
2,71,0,1,1,0,19,10,4
2,45,0,1,1,0,19,11,4
2,59,0,1,1,0,19,12,4
2,48,0,1,1,0,19,13,4
2,61,0,1,1,0,19,14,4
2,54,0,1,1,0,19,15,4
2,37,0,1,1,0,19,16,4
2,68,0,1,1,0,19,17,4
2,55,0,1,1,0,19,18,4
2,50,0,1,1,0,19,19,4
2,25,0,1,1,0,19,20,4
2,57,0,1,1,0,19,21,4
2,54,0,1,1,0,19,22,4
2,55,0,1,1,0,19,23,4
2,46,0,1,1,0,19,24,4
2,32,0,1,1,0,19,25,4
2,55,0,1,1,0,19,26,4
2,41,0,1,1,0,19,27,4
2,49,0,1,1,0,19,28,4
2,30,0,1,1,0,19,29,4
2,55,0,1,1,0,19,30,4
2,60,0,1,1,0,19,31,4
2,40,0,1,1,0,19,32,4
2,57,0,1,1,0,19,33,4
2,43,0,1,1,0,19,34,4
2,48,0,1,1,0,19,35,4
2,51,0,1,1,0,19,36,4
2,50,0,1,1,0,19,37,4
2,44,0,1,1,0,19,38,4
2,45,0,1,1,0,19,39,4
2,54,0,1,1,0,19,40,4
2,32,0,1,1,0,19,41,4
2,48,0,1,1,0,19,42,4
2,33,0,1,1,0,19,43,4
2,49,0,1,1,0,19,44,4
2,42,0,1,1,0,19,45,4
2,45,0,1,1,0,19,46,4
2,50,0,1,1,0,19,47,4
2,47,0,1,1,0,19,48,4
2,45,0,1,1,0,19,49,4
2,35,0,1,1,0,19,50,4
2,40,0,1,1,0,19,51,4
2,48,0,1,1,0,19,52,4
2,36,0,1,1,0,19,53,4
2,46,0,1,1,0,19,54,4
2,31,0,1,1,0,19,55,4
2,44,0,1,1,0,19,56,4
2,40,0,1,1,0,19,57,4
2,41,0,1,1,0,19,58,4
2,33,0,1,1,0,19,59,4
2,41,0,1,1,0,20,0,4
2,34,0,1,1,0,20,1,4
2,40,0,1,1,0,20,2,4
2,34,0,1,1,0,20,3,4
2,39,0,1,1,0,20,4,4
2,40,0,1,1,0,20,5,4
2,51,0,1,1,0,20,6,4
2,48,0,1,1,0,20,7,4
2,45,0,1,1,0,20,8,4
2,59,0,1,1,0,20,9,4
2,44,0,1,1,0,20,10,4
2,51,0,1,1,0,20,11,4
2,44,0,1,1,0,20,12,4
2,27,0,1,1,0,20,13,4
2,62,0,1,1,0,20,14,4
2,47,0,1,1,0,20,15,4
2,57,0,1,1,0,20,16,4
2,55,0,1,1,0,20,17,4
2,42,0,1,1,0,20,18,4
2,46,0,1,1,0,20,19,4
2,35,0,1,1,0,20,20,4
2,58,0,1,1,0,20,21,4
2,58,0,1,1,0,20,22,4
2,46,0,1,1,0,20,23,4
2,41,0,1,1,0,20,24,4
2,52,0,1,1,0,20,25,4
2,36,0,1,1,0,20,26,4
2,52,0,1,1,0,20,27,4
2,40,0,1,1,0,20,28,4
2,43,0,1,1,0,20,29,4
2,36,0,1,1,0,20,30,4
2,49,0,1,1,0,20,31,4
2,51,0,1,1,0,20,32,4
2,35,0,1,1,0,20,33,4
2,49,0,1,1,0,20,34,4
2,41,0,1,1,0,20,35,4
2,28,0,1,1,0,20,36,4
2,40,0,1,1,0,20,37,4
2,30,0,1,1,0,20,38,4
2,34,0,1,1,0,20,39,4
2,54,0,1,1,0,20,40,4
2,50,0,1,1,0,20,41,4
2,68,0,1,1,0,20,42,4
2,41,0,1,1,0,20,43,4
2,42,0,1,1,0,20,44,4
2,48,0,1,1,0,20,45,4
2,43,0,1,1,0,20,46,4
2,38,0,1,1,0,20,47,4
2,52,0,1,1,0,20,48,4
2,26,0,1,1,0,20,49,4
2,48,0,1,1,0,20,50,4
2,48,0,1,1,0,20,51,4
2,49,0,1,1,0,20,52,4
2,45,0,1,1,0,20,53,4
2,33,0,1,1,0,20,54,4
2,36,0,1,1,0,20,55,4
2,29,0,1,1,0,20,56,4
2,27,0,1,1,0,20,57,4
2,35,0,1,1,0,20,58,4
2,35,0,1,1,0,20,59,4
2,62,0,1,1,0,21,0,4
2,57,0,1,1,0,21,1,4
2,34,0,1,1,0,21,2,4
2,35,0,1,1,0,21,3,4
2,33,0,1,1,0,21,4,4
2,52,0,1,1,0,21,5,4
2,33,0,1,1,0,21,6,4
2,51,0,1,1,0,21,7,4
2,51,0,1,1,0,21,8,4
2,49,0,1,1,0,21,9,4
2,46,0,1,1,0,21,10,4
2,57,0,1,1,0,21,11,4
2,39,0,1,1,0,21,12,4
2,48,0,1,1,0,21,13,4
2,46,0,1,1,0,21,14,4
2,33,0,1,1,0,21,15,4
2,52,0,1,1,0,21,16,4
2,39,0,1,1,0,21,17,4
2,33,0,1,1,0,21,18,4
2,38,0,1,1,0,21,19,4
2,33,0,1,1,0,21,20,4
2,49,0,1,1,0,21,21,4
2,35,0,1,1,0,21,22,4
2,39,0,1,1,0,21,23,4
2,35,0,1,1,0,21,24,4
2,40,0,1,1,0,21,25,4
2,47,0,1,1,0,21,26,4
2,43,0,1,1,0,21,27,4
2,70,0,1,1,0,21,28,4
2,46,0,1,1,0,21,29,4
2,29,0,1,1,0,21,30,4
2,37,0,1,1,0,21,31,4
2,51,0,1,1,0,21,32,4
2,45,0,1,1,0,21,33,4
2,54,0,1,1,0,21,34,4
2,54,0,1,1,0,21,35,4
2,64,0,1,1,0,21,36,4
2,42,0,1,1,0,21,37,4
2,39,0,1,1,0,21,38,4
2,55,0,1,1,0,21,39,4
2,49,0,1,1,0,21,40,4
2,40,0,1,1,0,21,41,4
2,35,0,1,1,0,21,42,4
2,42,0,1,1,0,21,43,4
2,37,0,1,1,0,21,44,4
2,37,0,1,1,0,21,45,4
2,33,0,1,1,0,21,46,4
2,64,0,1,1,0,21,47,4
2,21,0,1,1,0,21,48,4
2,42,0,1,1,0,21,49,4
2,25,0,1,1,0,21,50,4
2,30,0,1,1,0,21,51,4
2,46,0,1,1,0,21,52,4
2,33,0,1,1,0,21,53,4
2,19,0,1,1,0,21,54,4
2,27,0,1,1,0,21,55,4
2,35,0,1,1,0,21,56,4
2,31,0,1,1,0,21,57,4
2,24,0,1,1,0,21,58,4
2,36,0,1,1,0,21,59,4
2,29,0,1,1,0,22,0,4
2,39,0,1,1,0,22,1,4
2,52,0,1,1,0,22,2,4
2,62,0,1,1,0,22,3,4
2,99,0,1,1,0,22,4,4
2,101,0,1,1,0,22,5,4
2,67,0,1,1,0,22,6,4
2,74,0,1,1,0,22,7,4
2,55,0,1,1,0,22,8,4
2,30,0,1,1,0,22,9,4
2,48,0,1,1,0,22,10,4
2,36,0,1,1,0,22,11,4
2,32,0,1,1,0,22,12,4
2,17,0,1,1,0,22,13,4
2,35,0,1,1,0,22,14,4
2,22,0,1,1,0,22,15,4
2,24,0,1,1,0,22,16,4
2,36,0,1,1,0,22,17,4
2,12,0,1,1,0,22,18,4
2,12,0,1,1,0,22,19,4
2,26,0,1,1,0,22,20,4
2,21,0,1,1,0,22,21,4
2,21,0,1,1,0,22,22,4
2,18,0,1,1,0,22,23,4
2,14,0,1,1,0,22,24,4
